"","x"
"772",3883.75327879524
"773",3793.37369666213
"774",3754.50136113995
"775",3693.2911033587
"776",3715.17660122812
"777",3690.24277332027
"778",3727.10484307297
"779",3781.25646763577
"780",3776.82203948598
"781",3746.05012091607
"782",3855.27309636692
"783",3938.54316850203
"784",3896.80046109106
"785",4116.56092794548
"786",4206.56804035522
"787",4281.39348486711
"788",4259.80517299843
"789",4354.79233366721
"790",4497.98455265628
"791",4607.70244831292
"792",4627.1388321619
"793",4711.1975489971
"794",4790.39343398798
"795",4912.71661095597
"796",4997.24166499388
"797",5172.60624196705
"798",5277.36288305582
"799",5499.49546684076
"800",5705.11964809482
"801",5914.61620578879
"802",6006.60443137191
"803",6176.21779295633
"804",6243.9353860887
"805",6246.20599835612
"806",6123.14343908072
"807",6010.74243516265
"808",5743.05545486301
"809",5653.96938371962
"810",5638.00814133449
"811",5430.05189697119
"812",5037.420416365
"813",4809.12137701064
"814",4711.71788145989
"815",4690.98253176053
"816",5087.4594400087
"817",5339.01616983521
"818",4155.63596300103
"819",4349.78691399878
"820",4197.89798327333
"821",4133.89946200833
"822",4079.91197103588
"823",4099.72276473339
"824",4101.74546215833
"825",4170.08656729136
"826",4356.78709345505
"827",4536.43157510276
"828",4926.63076401411
"829",5103.86805860247
"830",5548.59394074401
"831",5801.19814266612
"832",5843.30688048476
"833",6077.71866525465
"834",6216.96124272218
"835",6214.97911249242
"836",6322.3616623481
"837",6473.15122383369
"838",6715.3383813964
"839",6865.37277055829
"840",6979.26796161669
"841",7196.01725400434
"842",7390.18663357739
"843",7446.64070332702
"844",7640.50206796118
"845",7845.20570130091
"846",7980.31708216181
"847",8150.04788672403
"848",8206.01314311098
"849",8381.73640166744
"850",8321.6545217708
"851",8171.6004955242
"852",7774.64804516801
"853",7428.92113578139
"854",7188.7790059583
"855",6768.22247403404
"856",6465.16228668239
"857",6255.01369674986
"858",6177.59875867025
"859",5845.42281582486
"860",5487.56202269253
"861",5200.83317467081
"862",5085.44053996116
"863",5132.10663472139
"864",5510.50159703472
"865",5237.87325324138
"866",4812.94404231068
"867",4681.42644762812
"868",4629.69781137005
"869",4510.00170013384
"870",4445.98863188682
"871",4419.15414818778
"872",4480.24501049186
"873",4505.11627827228
"874",4702.14288084436
"875",4834.21471547212
"876",5217.35437338163
"877",5407.00613683379
"878",5742.36805724307
"879",5964.92318069012
"880",5924.54821212165
"881",6159.66659645892
"882",6289.51002120242
