"","V1"
"507",2794.54148411761
"508",2990.36699687963
"509",3060.51089029181
"510",3161.55013583188
"511",2901.29997413219
"512",2375.28647385922
"513",2054.90772891578
"514",1794.09970995814
"515",1440.92943204396
"516",1122.34320356348
"517",826.90093210631
"518",559.328559232615
"519",398.019601037951
"520",272.513557152774
"521",291.173834182088
"522",196.981157175313
"523",17.4506673636633
"524",-75.4274456350277
"525",-75.7322859757851
"526",112.242127494689
"527",581.616953584739
"528",683.206171224685
"529",534.410353384062
"530",491.194020009582
"531",433.515083409595
"532",377.578093258086
"533",347.78809359488
"534",255.388574451581
"535",254.074783225947
"536",203.082027287667
"537",211.656981555953
"538",172.627844049595
"539",276.595927580876
"540",347.076479710562
"541",552.319833727103
"542",667.445187702066
"543",642.218307715002
"544",673.901325751613
"545",657.597767823971
"546",642.309348750419
"547",705.013358353798
"548",708.061166752784
"549",764.590060717508
"550",877.132856491626
"551",1001.30304706883
"552",1055.42808980042
"553",1195.20017458801
"554",1215.41265607125
"555",1367.55136340187
"556",1470.81314728733
"557",1545.12907037288
"558",1563.07624830553
"559",1646.17005336163
"560",1721.23667328058
"561",1708.77430842526
"562",1649.81902326217
"563",1430.43791397642
"564",1239.57735737476
"565",1027.09731672843
"566",802.023776524903
"567",610.250283017813
"568",488.316353215921
"569",474.785398316758
"570",410.738135174946
"571",236.189684042438
"572",83.4302007808128
"573",47.8805347135731
"574",118.64660772363
"575",543.249506620858
"576",632.103125634258
"577",470.80794035878
"578",372.528360727372
"579",316.822176434102
"580",239.093801980887
"581",166.448133725117
"582",135.128501557264
"583",121.729980331258
"584",75.7876925306809
"585",99.3481159110115
"586",155.839239118688
"587",266.562153458293
"588",392.231872924987
"589",576.098485265468
"590",746.78093111923
"591",838.744707333623
"592",902.351664956025
"593",1115.60503745247
"594",1237.90623558985
"595",1495.93223374043
"596",1624.2340752836
"597",1935.64870907578
"598",2310.60860239061
"599",2610.72688831762
"600",2856.43065349559
"601",3136.811706435
"602",3272.26300983909
"603",3572.16999051499
"604",3724.92908655813
"605",3899.77093787858
"606",3939.77222741284
"607",3871.14788490283
"608",3816.32364588432
"609",3739.69724900552
"610",3644.50428766868
"611",3201.21137780992
"612",2748.26440697003
"613",2388.42284030866
"614",2222.81215553007
"615",1965.62538361041
"616",1877.30151796684
"617",1812.1034380743
"618",1674.41132111977
"619",1401.73973993128
"620",1144.87829538156
"621",927.347274434539
"622",918.65202943938
"623",1189.81307069737
"624",1043.14370915543
"625",780.843830557222
"626",611.677248621256
"627",591.901150672557
"628",408.719342900098
"629",291.536107617149
"630",187.99415515354
"631",136.187935502791
"632",41.4519412067348
"633",28.7320152181492
"634",40.4555067417086
"635",232.022863224869
"636",323.148450615346
"637",460.681704648817
"638",569.2409102181
"639",479.790904917549
"640",441.992877265792
"641",460.749395155968
"642",394.461200970718
"643",383.404598120436
"644",357.929956679643
"645",366.173550092281
"646",368.567168348197
"647",363.123265618536
"648",380.868248226585
"649",359.993243208076
"650",316.390530870566
"651",367.44485494319
"652",317.751969999911
"653",182.341832224885
"654",164.790440863361
"655",-16.3879577602884
"656",-145.868311015191
"657",-251.353562406508
"658",-342.808799695344
"659",-543.568086880782
"660",-670.486214891183
"661",-818.004395332959
"662",-821.097825327965
"663",-834.774146550424
"664",-804.79503582248
"665",-764.598281263145
"666",-765.004370400537
"667",-806.299392010526
"668",-831.194403481601
"669",-703.76977253841
"670",-499.420797718552
"671",-24.2276155783138
"672",161.022442227171
"673",55.3286233195968
"674",33.3541079988299
"675",4.65545509604999
"676",-107.264152549167
"677",-151.80105061042
"678",-262.013141166182
"679",-201.806580838566
"680",-216.047477696543
"681",-192.290583183323
"682",-180.409136067599
"683",-9.60327024709841
"684",77.0408057123468
"685",325.771960065083
"686",422.307917453503
"687",296.112962648155
"688",249.247738963864
"689",169.114276900536
"690",72.1127894460978
"691",39.5190587998422
"692",-4.71705780902903
"693",15.0402087632838
"694",63.2221529279286
"695",106.940742172078
"696",107.221905199948
"697",85.5563006600742
"698",105.73574986845
"699",51.0445471187713
"700",11.8780072628069
"701",-41.3343433705031
"702",-88.7169253738421
