"","V1"
"96916",4458.01346345187
"96917",4306.76998276044
"96918",4167.04043332741
"96919",4198.02790504854
"96920",4150.69513991531
"96921",4223.04795950879
"96922",4220.05230483639
"96923",4343.52791144239
"96924",4711.99029111103
"96925",4996.88582411583
"96926",5567.63014570736
"96927",5922.07360503768
"96928",6244.71286861726
"96929",6658.18873484781
"96930",6731.84201232692
"96931",6654.65577763593
"96932",6564.89867404569
"96933",6448.80807388605
"96934",6196.44224642973
"96935",5938.8830963139
"96936",5653.40888046666
"96937",5298.56514530644
"96938",5017.14074485029
"96939",4857.80381293365
"96940",5009.63566193495
"96941",4970.41803087254
"96942",4992.89957335182
"96943",5111.57378677055
"96944",5407.9264694855
"96945",5651.91165409176
"96946",5955.55818595545
"96947",6360.78696533578
"96948",6822.12727240808
"96949",7213.78239694543
"96950",7104.4138890551
"96951",6915.40404151678
"96952",6693.16566345869
"96953",6550.5391731507
"96954",6333.98481113203
"96955",6096.35674273679
"96956",5903.46238128022
"96957",5609.36001608142
"96958",5208.09812554371
"96959",5066.89714638736
"96960",5303.79111178643
"96961",5123.87487035932
"96962",4928.1378032287
"96963",4786.27653121953
"96964",4639.70363293849
"96965",4545.41359879898
"96966",4414.95785783026
"96967",4366.52552532215
"96968",4397.71663691455
"96969",4370.36645061715
"96970",4391.83376133762
"96971",4548.82110364766
"96972",4839.98060705591
"96973",5072.31588703334
"96974",5624.64832290315
"96975",6147.96033706004
"96976",6494.96887913773
"96977",6812.79363306146
"96978",6626.91460666646
"96979",6694.05316111387
"96980",6514.17331039654
"96981",6344.13266805473
"96982",5908.23954984991
"96983",5708.42239832089
"96984",5518.48970080398
"96985",5474.47039278772
"96986",5561.18299047655
"96987",5561.4486585253
"96988",5588.16032528045
"96989",5583.3868733308
"96990",5509.64531573468
"96991",5497.09454752087
"96992",5693.88543471531
"96993",5968.34727078839
"96994",6392.27364428559
"96995",6752.61822139546
"96996",6947.08613404769
"96997",7362.55604568648
"96998",7087.26618778628
"96999",6927.94161229886
"97000",6649.56301714144
"97001",6453.23576749312
"97002",6219.76013934492
"97003",6007.13542847324
"97004",5872.01674298099
"97005",5509.05413173127
"97006",5269.11569296177
"97007",4996.81562566621
"97008",5279.82880834162
"97009",5141.55159186055
"97010",4929.49059700189
"97011",4732.22159489103
"97012",4590.28098329759
"97013",4352.00347658431
"97014",4307.46205432202
"97015",4210.83167245076
"97016",4208.06330293967
"97017",4167.13933026217
"97018",4195.08888161185
"97019",4307.4512604832
"97020",4509.68462275828
"97021",4817.53900901
"97022",5379.37188020157
"97023",5846.6420904032
"97024",6249.20348704669
"97025",6594.56519623079
"97026",6560.29072796333
"97027",6832.37731857325
"97028",6700.00828621533
"97029",6356.83911697854
"97030",6521.35907674523
"97031",6446.18052335232
"97032",6372.19440889194
"97033",6450.36073104104
"97034",6390.55116642585
"97035",6203.38470283203
"97036",6151.41049929494
"97037",6064.79059060294
"97038",5851.72189524941
"97039",5777.94786882894
"97040",5852.66601416531
"97041",6044.53316484277
"97042",6421.99324151362
"97043",6787.56652988866
"97044",6986.15586461436
"97045",7297.53068257389
"97046",7141.81325521914
"97047",6897.7700703209
"97048",6628.71743101126
"97049",6426.37186317586
"97050",6309.20718393914
"97051",6087.72805371178
"97052",5818.58821662768
"97053",5539.05903119873
"97054",5178.20032768362
"97055",5102.8624131148
"97056",5374.67289571723
"97057",5120.83697607151
"97058",4859.81802778741
"97059",4710.36864934303
"97060",4459.07614562339
"97061",4309.28074175911
"97062",4301.24937594166
